game_key,labels,text,colors,video_data,eng_type,direction,adunit_size_x,adunit_size_y
08b7a12a72fb5100b27197c39bab1b70/4a2ec2fa4c52e9952761,"Person,Human,Beer,Alcohol,Beverage,Drink,Bottle,Liquor,Beer Bottle","HENRI,BARDOUIN,LE PASTIS GRAND CRU,UB,GLISSEZ POUR BAL IN,DECOUVRIR,PASTIS,SON SECRET","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,500.0
08b7a12a72fb5100b27197c39bab1b70/1ed9ae691708c1f0de66,"Person,Human,Alcohol,Drink,Beer,Beverage,Bottle,Beer Bottle,Lager","HENRI,BARDOUIN,LE PASTIS GRAND CRU,HB,GLISSEZ POUR BA IN,DECOUVRIR,PASTIS,SON SECRET","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,500.0
37048bd89c427fe78ede9a69e96af35b/0e90f188702093bc910f,"Paper,Poster,Advertisement,Flyer,Brochure,Dinner,Food,Supper,Meal","LISTERINE,SEE WHAT AN EVERYDAY DISH,CAN DO TO YOUR MOUTH,SWIPE UP","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
adunit-progressive-endframe-temp-ver1-mpu/ad1849209c172a56a38a,"Plant,Advertisement,Poster","PROGRESSIVE,SWIPE UP TO,A,SAVG OW,T","1,2,3,4,5,6,7,8,9,10",0,swipe,up,,
161545c96e8caf5b2074ad986797ed12/4f862863406ca667dea5,"Transportation,Airplane,Aircraft,Vehicle,Airliner,Flight","AIR NEW ZEALAND,Swipe for,incredible deals,Discover our New Zealand sale,AIR NEW ZEALAND","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,600.0,900.0
161545c96e8caf5b2074ad986797ed12/1a2e56c16dabb85f6e7e,"Airplane,Aircraft,Vehicle,Transportation,Airliner,Flight","AIR ZEALAND C,NEW,Swipe right for,incredible deals,Discover our New Zealand sale,AIR NEW ZEALAND","1,2,3,4,5,6,7,8,9,10",0,swipe,right,600.0,900.0
7c716252368bcfe5d4c6a049e0966440/ca8ae7e09ec9e2f24ce3,"Nature,Outdoors,Person,Human,Snow,Egg,Food","Columbia,WIRF DEN BALL, UM DIE,SCHNEEBALLSCHLACHT,ZU STARTEN!","1,2,3,4,5,6,7,8,9,10",1,,,,
43cd8c7e26b8ac5ac17e6bb584c9776f/2caa595663dbb367e777,"Outdoors,Landscape,Nature,Building,Poster,Advertisement,Urban","The,Weather Channel,Flu Insights,with,Watson,Im T,SWIPE UP,to see your local flu risk","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,900.0
43cd8c7e26b8ac5ac17e6bb584c9776f/3827726da8aaf018f8f6,"Nature,Landscape,Outdoors,Building,Poster,Advertisement,Urban","The,Weather Channel,Flu Insights,with,Watson,Im T,SWIPE UP,to see your local flu risk","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,900.0
29b7e9dc9a4c8a6afdfc163eab81a088/e60c67cd59d7e32fb49a,"Juice,Drink,Beverage","Replenish,electrolyte your,supply Hdrailyte,acent Electro,Orange,Drag & Drop","1,2,3,4,5,6,7,8,9,10",0,swipe,up,,
2f64c8b0c45941b33be762646d8ce2ac/37fc73c7ba52264b4978,"Camera,Electronics,Camera Lens","LICERTIFIED BY LEXUS,TAP THE SCREEN,to find the nearest Lexus dealership,Nr6074833,1:2,8 80mm Planar","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,500.0
d1e763189a87dac49ac80f1f4f702f90/72dc4a30f0820fac890b,"Text,Alphabet,Symbol,Number,Poster,Advertisement","NETFLIX,SCRUB THE SCREEN,TO MEET THE,NEW QUEEN","1,2,3,4,5,6,7,8,9,10",1,,,,
d1e763189a87dac49ac80f1f4f702f90/bd467a5ce8bac69a23d8,"Text,Symbol,Number,Alphabet","NETFLIX,SCRUB THE SCREEN,MCET TLIC NCI OLICEN","1,2,3,4,5,6,7,8,9,10",1,,,,
8f5a7b85266221cd9873bf658465e3f8/4bd8c20212cb086b4ce1,"Advertisement,Poster,Text,Flyer,Brochure,Paper","NETFLIX,BLOOD,& WATER,327,826 likes,SWIPE UP,TO MEET THE CHARACTERS","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
adunit-ricola-BIO-2/186ed9bde8edb2071990,Text,"1. ADUNIT SIZE. width: 470px, height: 705px, LOAD TIME:,134ms,2. IMPRESSION","1,2,3,4,5,6,7,8,9,10",0,tap-and-hold,no direction,,
adunit-engagementplus-ihop-fs/1f0d5381b315ec67abe2,"Flyer,Brochure,Advertisement,Poster,Paper,Menu,Text","IHOP,ULTIMATE,New,BreakFEASTS,Dine in or visit IHOP.cOM for,FREE Delivery and 20% off your first,online,order with code IHOP20,Tap to FEAST Now,Limit one per order. Tax and gratuity excluded. Not valid with other coupons,or discounts. No cash value. Offer expires 8/14/2020. Account sian UD required.","1,2,3,4,5,6,7,8,9,10",0,tap,up,,
a6b537df67055708848726d15ee8e0af/0c6b5110aff3afc610ec,"Plant,Blossom,Flower,Petal","POLA,RE","1,2,3,4,5,6,7,8,9,10",0,,,,
a6b537df67055708848726d15ee8e0af/f7dbf83987c18bda4bb9,"Plant,Flower,Blossom,Petal","POLA,RE","1,2,3,4,5,6,7,8,9,10",0,,,,
015efcdd8de3698ffc4dad6dabd6664a/142dcad593832d3d624d,"Computer,Laptop,Pc,Electronics,Keyboard,Computer Keyboard,Hardware,Computer Hardware,LCD Screen,Display,Screen,Monitor","OFFBLAK,GENERATION T,OEELAM,ATIOH,OFFBLAK,TAP,To get Letterbox,Delivery of Tea","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,900.0
1aaeb215670d998112051d3daf787c6e/ccfe21b07cae78ab20f4,"Bottle,Nature,Bicycle,Transportation,Vehicle,Bike","LACOSTE,SWIPE RIGHT,TO CLEAR THE CLOUDS","1,2,3,4,5,6,7,8,9,10",0,swipe,right,600.0,900.0
6623ead083d2ea621be0390796a697b2/58f3566ce2da13f63b83,"Display,Electronics,Screen,Monitor,Cushion","EEE DSRONEND,AH","1,2,3,4,5,6,7,8,9,10",1,,,,
adunit-firekills-mob-2019-plug/27d47bcad585020aa4fe,,"SWIPE LEFT,TO SEE HOW SIMPLE MISTAKES,CAN STADT A EIDr","1,2,3,4,5,6,7,8,9,10",1,swipe,left,600.0,900.0
e82fc7d57da7321b00c3cbda3180af56/3db593cb43d0bebacfe8,"Paper,Brochure,Poster,Advertisement,Flyer,Person,Human","Netto,Balaie I'ecran,pour decouvrir les recompenses,CEST,Netto,QUEPAVE,A,BONNE,PAYE,OUVREZ VITE,poUR DECOUVRIR LES,CADEAUX A GAGNER!,00e","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,600.0,900.0
74fb31e6b022b403306f12d715053717/7f0a51172ea2230135a7,"Appliance,Text","??,10","1,2,3,4,5,6,7,8,9,10",0,,,,
74fb31e6b022b403306f12d715053717/8e2e51a6fe5fc5055223,Text,"??,10,CKIAL,FE T","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-axa-better-life-mpu-v2/c6ee1a5fd88dc8fcf269,"Person,Human,Advertisement,Poster,Flyer,Brochure,Paper","AXA DRAG THE SLIDER,to choose which generation you belong to,Gen Z Millennials Baby,GenX Boomers,1995-2001 1980-1994 1965 -1979 1954-1964","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,,
66070b247edc1b99f00fcc94863f7890/b1b1bdf748e24414c728,"Word,Text,Alphabet,Symbol,Number,Phone,Electronics,Cell Phone,Mobile Phone,Human,Person,Face","Westheld,CARRE SENART,BACK,TO,GETHER,Balayez votre cran pour commencer votre shopping","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,900.0
66070b247edc1b99f00fcc94863f7890/e74d66dfa5d5c1be9bf6,"Text,Word,Alphabet,Number,Symbol,Advertisement,Face,Human,Person,Poster","Westheld,CARRE SENART,BACK.,TO,GETHER,Balayez votre cran pour commencer votre shopping","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,900.0
08edb55600bc8c66751de803f23d1d5b/d7b1925af97e2d461d67,"Plant,Shop,Market","SAMSUNG,FamilyHub,swipe Up,To check what's in your fridge,when you're grocery shopping","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,500.0
9fba4e520dd02929dd4d786730a85fee/d4f3d038175a4f8e1572,"Poster,Advertisement,Brochure,Flyer,Paper","nickelodeon,SCRUB THE SCREEN,TO DISCOVER SINGAPORE'S,FIRST IN-MALL SLIME EXPERIENCE,@ CITY SQUARE MALL","1,2,3,4,5,6,7,8,9,10",0,,,,
ff2b5847dc7fb2a971cbbdeaa137d275/09dcb441660adf159935,"Plant,Flower,Blossom,Petal",,"1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-sia-queensland-mob/603e68975ce0d3e3a526,"Water,Person,Human,Outdoors,Sport,Sports,Diving,Diver","PICK YOUR PERFECT HOLIDAY,The The,Perfect Perfect,Hangout Close-Up,SWIPE RIGHT < SWIPE LEFT,SINGAPORE,AIRLINES","1,2,3,4,5,6,7,8,9,10",0,swipe,right,,
06c61d295ee77ed7085a76bac42e4bae/cdebe659bc59dd2ad745,"Person,Human,Clothing,Apparel,Baseball Cap,Hat,Cap","SoFi,Hong Kong","1,2,3,4,5,6,7,8,9,10",0,,,,
3886130df4816ce558a7bb5b935741d9/822c634141c3080d8c9a,"Text,Menu,Poster,Advertisement,Food","ULTIMATE,New,BreakFEASTS,Dine in or visit IHOP.COM for,FREE Delivery and 20% off your first,online order with code IHOP20,Swipe up to FEAST Now,Limit one per order. Tax and gratuity excluded. Not valid with other coupons,or discounts. No (ash value. Offer expires 8/14/2020. Account sign","1,2,3,4,5,6,7,8,9,10",0,swipe,up,,
3e9ccaf19b52616356795a925b1c014e/2c868738eeb07e52e814,"Clothing,Apparel,Footwear,Shoe,Running Shoe","NIKEJ YRIDE,BALAYER VERS LA DROITE","1,2,3,4,5,6,7,8,9,10",1,swipe,right,600.0,900.0
adunit-bio-innovation-V4-mob/a9b047dadb43bcd4bc83,Text,"Do you know,the brand,Progressive,Insurance?,NO Jy YES,SWIPE","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,,
622395800eccaefaa8c6d039924a36f2/d26a871ec350f2d0ad90,"Bottle,Cosmetics,Perfume","Jo MALONE,LONDON,Jo MALONE,LONBOM,SeeNt OF THE,SEASON,COLONE,Swipe up","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
83e3c6953b5f127a571b24c1a684c3ce/9794760dc142d114fdd5,"Person,Human,Lighting,Costume,Stage","Knives,AN JOHNSON WHODUNE,SWIPE UP","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
e196afd9d7dd3ab6bc718b7c02a9f4dd/5707f634377d76d3cdac,,"Pact,COFFEE,Micro,for,SWIPE DOWN,TO BREW,We'll travel the world, find the best,coffee, and send it through door.,your,You,just need to drink it.","1,2,3,4,5,6,7,8,9,10",0,swipe,down,600.0,900.0
9465c5e6f64ca418f930515617ae341d/626b3a520b8ac9b44b4d,"Human,Person,Alcohol,Drink,Beverage,Liquor,Beer,Bottle","HB,HENRI,BARDOUIN,PASTIS,HENRI,BARDOUIN,LE,CRU,PASTIS GRAND,GLISSEZ,POUR DECOUVRIR,SON SECRET","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,1200.0
39a61d49f502047c9782198f5a10f078/5e4d0b1b597ec47a0053,,"MICHAEL KORS,WONDERLUST,Jewy wl,ew euiw'g ijlob le","1,2,3,4,5,6,7,8,9,10",1,,,,
4aba8d06e5292949ea73d5928b330eb0/edf2b142da8bb89bebc0,Text,"PIMCO,SWIPE RIGHT,TO SEE HOW WE CAN HELP,FIXED INCOME INVESTORS,NAVIGATE CHANGING MARKETS,Issued in Hong Kong by PIMCO Asia Limited and has not been reviewed by the Securities","1,2,3,4,5,6,7,8,9,10",0,swipe,right,600.0,500.0
4aba8d06e5292949ea73d5928b330eb0/13403fdbbb6bf1c14b8a,Text,"PIMCO,SWIPE RIGHT,TO SEE HOW WE CAN HELP,FIXED INCOME INVESTORS,NAVIGATE CHANGING MARKETS,Issued in Hong Kong by PIMCO Asia Limited and has not been reviewed by the Securities","1,2,3,4,5,6,7,8,9,10",0,swipe,right,600.0,500.0
654e6cb09b3d70ef936023790e9bef4f/ca4004e0690aa0175e89,"Food,Dessert","ORIGINS,MORE COFFEE,MORE GINZINGTM,OBIGINS,CINZINCT,TAP & HOLD,FOR A FREE SAMPLE","1,2,3,4,5,6,7,8,9,10",1,,no direction,600.0,900.0
050fd94fd028e2b766dcbfa5a9586d2c/9e33db02cbd24b0db593,"Advertisement,Poster,Paper,Flyer,Brochure,Text,Label","HOW LONG WILL,$690 LAST YOU?,TAP & SEE,crackers,Soy,RIC,oil Sau,Peanut,Butter Butter,craCkers,yanyan,MYlo,Sardines Baked Beans,mushroom,Sar Food Heart from the","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,,
adunit-winamax-vandals-du-ble-mob/91c3ed550bd3cb8a8aa1,"Text,Poster,Advertisement,Wall,Alphabet,Graffiti","GROSSE COTE,WINAMAX GROS GAIN,GROS,RESPECT,TAGUE,LE MUR","1,2,3,4,5,6,7,8,9,10",0,,,,
3fa4acdb7d0f1dc43ad600f02142a851/838b09e533f3f29f5459,"Text,Door,Paint Container,Palette","AODICTION,ANDICTION TOLYC ADICTION TOHYC ADICTIONIOO","1,2,3,4,5,6,7,8,9,10",0,,,,
a2f1bf336a026b6347bddcde56aaa549/df8c9f85a715d4f76f9f,"Panther,Jaguar,Mammal,Wildlife,Leopard,Animal","Cartier,ER,H","1,2,3,4,5,6,7,8,9,10",1,,,,
2d65257ad8ad114415c2ac281c83b7d7/5d5c2282370aa3edc3a9,"Nature,Outdoors,Snow,Winter,Storm,Blizzard","Standard,Chartered,SWIPE THROUGH,THE SNOW,todiscoverarawardingholiday","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,600.0,900.0
e957f9f288fe852305be7e26f2529ce4/14e3215908f880f1a3fb,"Clothing,Apparel","MAMEE,MONSTER,ALIEN DETECTED,SWIPE DOWN,To FIND THE ALIEN","1,2,3,4,5,6,7,8,9,10",1,swipe,down,600.0,500.0
adunit-naturemade-vms-shoppers-retarget-1-bio/d4cd4d1008c9045f8a23,Text,"Are you buying,vitamins in the next,24 to 48 hours?,Yes,No","1,2,3,4,5,6,7,8,9,10",0,,,,
c38f498cdd8bbd3c60722691835eba3e/c53b630bd37184187bbb,Gift,"MICHAEL KORS,MMICHAEL KORS,SWIPE UP,YOUR,TO,UNWRAP","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
adunit-naturemade-vms-shoppers-retarget-2-bio/d19e89cdb9ee138547a7,Text,"Are you shopping for,vitamins in next,the,24 to 48 hours?,Yes,No","1,2,3,4,5,6,7,8,9,10",0,,,,
c0776e2d2d72d3d607eead61159169c6/895ad1b63bf114d3dbea,,"O,vodacom,Swipe Up,To find out how to buy bundles,in a few taps on the My Vodacom App","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
adunit-vana-living-mackmyra-aI-whisky-bio/0f3572ec928aa7ee7916,"Text,Trademark,Logo,Symbol,Word,Label",C. CEEATO Macallan,"1,2,3,4,5,6,7,8,9,10",0,,,,
05cda4e10babb017204ac81beb4dadab/968794f630ba4c7fa0ab,Wristwatch,"VACHERON CONSTANTIN NOT MANY.,I ONE OF,GENEVE,1-29-31,SCORRI VERSO SINISTRA","1,2,3,4,5,6,7,8,9,10",1,,,,
9db6149f9b70d635872330b978a158ae/c7e4b88485443d1d5aa3,Cosmetics,"OLAY,OLAY,OLAY"",E","1,2,3,4,5,6,7,8,9,10",1,,,,
adunit-netto-bio-2-fs/e824805b9df12742acf9,Text,"Que pensez vous de la,Netto?,marque,J'aime bien cette marque,Je n'aime pas cette marque,Je n'ai pas d'avis sur cette marque","1,2,3,4,5,6,7,8,9,10",0,,,,
e77e47f35d7672ea7cd6e5e9996ab7fd/89d10dd24db9da93039c,"Bread,Food,Pancake","So hungry, you,forgot to order?,Get $5 off your first $25 order,Use code: IHOPNGO,Swipe Right,to Order Now iHoP N,GO","1,2,3,4,5,6,7,8,9,10",0,swipe,right,600.0,500.0
842292828eb744096feda47725b9f030/e1fb3421b00ba4a951f1,"Word,Text,Alphabet,Face,Person,Human,Poster,Advertisement","Westheld,PARLY 2,BACK.,TO,GETHER,Balayez votre ecran pour commencer votre shopping","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,900.0
842292828eb744096feda47725b9f030/da3c77c258a5612e9996,"Text,Word,Number,Symbol,Alphabet","Westhield,PARLY 2,BACK,TO,GETHER,Balayez votre cran commencer votre shopping,pour","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,900.0
7549459a7816829882621251f2442c9e/beb14e4a1a5a25583d3e,Text,"EI,1","1,2,3,4,5,6,7,8,9,10",0,,,,
7549459a7816829882621251f2442c9e/cc01e41d5bf69d95e0de,Text,"EI,1","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-exxonmobil-corp2019-mpu-eng-uk/abf686591c33387f844c,"Plant,Potted Plant,Pottery,Vase,Jar,Planter,Herbs,Herbal","Plants capture CO2 naturally.,Swipe right,EMAL:L","1,2,3,4,5,6,7,8,9,10",1,swipe,right,,
adunit-dior-rimowa-mpu-th/3559fcc3192fb49c50cb,"Text,Alphabet,Word,Symbol,Number","DIOR R,JAP ON ""DIOR AND RIMOWA""","1,2,3,4,5,6,7,8,9,10",0,,,,
3c6fa4ff21f546ae127db4f0a734bfd4/0efdf8071c762d45eec3,"Bottle,Cosmetics","Jo MALONE,LONDON,Jo MALONE,Lo,Scent SEASEN Oe,Te","1,2,3,4,5,6,7,8,9,10",1,,,,
86d1af0a99e4283296ad38393acfac9b/5f59a191d9dd75feb91b,"Text,Alphabet,Word","SCRUB THE SCREEN,DISCOVER,your warm-,ESCAPE,THE ALL-NEW 2020,LINCOLN,AVIATOR","1,2,3,4,5,6,7,8,9,10",1,,,,
4281635dc7b4cf1741891a244c5cb379/ee5135898b9bbd2ca284,Text,"THE PERFUME SHOP,OUR BIGGEST,Friday,Black Ever,SWIPE UP,TO DISCOVER","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,900.0
adunit-vca-poetry-of-time-bio/3c03175a9feadd09e70b,Text,"Which word below,best describes,Van Cleef & Arpels?,Vibrant,Elegant,Romantic","1,2,3,4,5,6,7,8,9,10",0,,,,
eb300df1db95015664b148810979a239/1f46a8fd29547003a3b4,"Text,Alphabet","-F,O0C0B,BT,AODICTION,AICONTOICADICTIONTONGIAONLO","1,2,3,4,5,6,7,8,9,10",0,,,,
feb7d29186dbe5e964e72ddf432d6d1d/cd3416ea48855de82a10,Wristwatch,"Van Cleef & Arpels,TAP TO FEEL THE LOVE","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,500.0
feb7d29186dbe5e964e72ddf432d6d1d/bd2d8777129edf98c896,Wristwatch,"Van Cleef & Arpels,TAP TO FEEL THE LOVE","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,500.0
39c1c27403056392872aa5dd5f44ba11/490f96f288b468b51a0a,,"FouR,POINTS,BY SHERATON,Kuala Lumpur,Chinatown,SWIPE,UP,TO DISCOVER THE CHARMS,OF CHINATOWN WITH US","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
adunit-network-rail-bio-mpu/5621e90234e5192fd52e,"Text,Number,Symbol","After seeing the advert,,will you consider behaving,more responsibly around the,railway?,No,Yes","1,2,3,4,5,6,7,8,9,10",0,,,,
ec6b78efe2d13a1fd015d64c354ad107/67a996f61459502d6750,"Nature,Outdoors","SWIPE UP,TO STAY ALERT,Safer,Scotland,Government","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
ec6b78efe2d13a1fd015d64c354ad107/0ce672798c409d70c700,Text,"SWIPE UP,TO STAY ALERT,Safer,Scotland,Scottish,Government","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
67aaef57b2a7b6a08ee46345970f78cb/b113d804166be5c61b81,"Electronics,Camera Lens,Camera","QLEXLS,L/CERTIFIED BY LEXUS,TAP THE SCREEN,to find the nearest Lexus dealership,Nr6074833,1:2,8 -80mm Planar","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,900.0
9c57ac03ca25e20b91f2d91c2ed02ae7/28c47e2f6cdcb7dca1ae,"Plant,Food,Vegetable,Broccoli","You can't say,no to a one,year membership,for $25.,Swipe up for savings,BI's,Wholasale cluh","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
565f1030865cced740a3a4e1bf9bf75f/50bbae6dcaa60cee655d,Nature,"MICHAEL KORS,WONDERLUST,Swipe Down,to pull the tide in to discover,your wonderlust","1,2,3,4,5,6,7,8,9,10",1,swipe,down,600.0,900.0
adunit-sia-kris-shop-international-mpu/cb71bdde45d4a509b547,Text,"Discover,KRISSHOP.COM,SCRUB THE SCREEN,to unveil the,new KrisShop.com","1,2,3,4,5,6,7,8,9,10",0,,,,
b7a8d5719e38a59f3feb257bebf5ff32/f7ef225ebb9ae93c4aa4,"Camera,Electronics,Camera Lens","LICERTIFIED BY LEXUS,TAP THE SCREEN,to find the nearest Lexus dealership,Nr6074833,1:2,8 80mm Planar","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,500.0
adunit-exxon-corporate2019-nl-dutch-mob/a4059c58b937a6f77f08,"Plant,Garden,Outdoors,Potted Plant,Pottery,Vase,Jar","Planten nemen van,nature CO2 op.,Swipe naar rechts","1,2,3,4,5,6,7,8,9,10",1,swipe,right,,
adunit-exxon-corporate2019-nl-dutch-mob/b32bac1c1cc70cb7650e,Plant,"Planten nemen van,nature CO2 op.,Swipe naar rechts","1,2,3,4,5,6,7,8,9,10",1,swipe,right,,
70a6c8ce8c2f2f0558e8b543102df957/b775f2ab0092f48be27d,"Plant,Food,Fruit","Zespri,SUNGOLD KIWIFRUIT","1,2,3,4,5,6,7,8,9,10",0,,,,
151ae4cf404fef13d99e64c1c82a9087/e735081da96425d33d56,,"DESLIZA HACIA ARRIBA,PARA,DESCUBRIR,THE FRAGRANCES BY TOMMY HILFIGER","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-ricola-BIO-1/aad71c370efa79b8cceb,"Text,Number,Symbol,Face,Word","1. ADUNIT SIZE, width: 469.3333333333333px, height:,704px, LOAD TIME: 388ms,2. IMPRESSION","1,2,3,4,5,6,7,8,9,10",0,tap-and-hold,no direction,,
5b6b571545e07a1b7b7b732652b59ac3/ed79b4689bfa5a8ddb92,"Medical Imaging X-Ray Film,X-Ray,Ct Scan,Art,Painting","The Folio Society,Flick the white rabbit down the hole","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-bose-frames-tap-to-fin-eng-mob/5be2cc34bddf47e9982e,"Text,Word,Number,Symbol,Face","1. ADUNIT SIZE, width: 439.3333333333333px, height:,LOAD TIME: 5389ms,659px,,2. IMPRESSION","1,2,3,4,5,6,7,8,9,10",1,tap-and-hold,no direction,,
de94b143b447994f70cafaeaa8cc5969/44effe90e105a493be31,"Poster,Advertisement,Person,Human,Bicycle,Transportation,Bike,Vehicle,Outdoors","91-1,LONE STAR,2 NIGHT PREMIERE BEGINS,SUNDAY AFTER THE GAME FOX,SWIPE,UP,COD TU NCWAIOT EMCDCCNCICO","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
a4a8d927dcd8d0d40fa1802f403afed8/21201dfc26f2f58645bc,,"simple,feast,TRAEK I TALLERKENEN,for at bestille din forste maltidskasse","1,2,3,4,5,6,7,8,9,10",0,,,,
8cf96e91f09c25b89909bacec3722e9a/bccae1e1100e3729e84f,"Sunglasses,Accessories,Accessory,Glasses","BDSE,FAITES-LE GLISSER,EN SAVOIR PLUS SUR L'INTEGRATION AUDIO & VUE","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,500.0
3dea4ae672c0639f38cffb3c89972935/3943b4314c3290df6b8c,"Text,Label,Rug","Tippen und halten,um mehr uber,Biokraftstoffe ZU erfahren,ExxonMobil","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,600.0,900.0
8bd238cc1d52929dad3134dd2832bd89/e0f11cd066fbcb868368,"Person,Human,Advertisement,Poster,Dating,Face,Female,Flyer,Brochure,Paper,Smile,Woman","CHERISH,THE DAY,A NEW ANTHOLOGY SERIES FROM,AVA DUVERNAY,OWN,TAP TO MORE,SAR,FROM AVA","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,500.0
875c9cdbdd660fe1f9f7e5875b84c4cf/bea36e3134ac7f10b9f6,"Cosmetics,Bottle","HX,E,PRO,PRO,byOLAY,byOLAY,DERMATOLOGICAL,INTENSIVE,CORRECTIVWHITE,Wrinise Fading,SPOT FADING,ESSENCE,Essence","1,2,3,4,5,6,7,8,9,10",1,,,,
bdf47702f584272ef0191164ace808b4/c1bbe1ecb17c8820966b,"Plant,Food,Fruit,Apple","bledina,tchac,tchac!!!,Secouez votre telephone pour","1,2,3,4,5,6,7,8,9,10",0,shake,no direction,600.0,900.0
fafa3bdba6bd3aaffc19dad902c26a40/9a4eaf8ae209bed3d4f2,Text,"ESTEE LAUDER,S.O.S Voyage,APPUYEZ","1,2,3,4,5,6,7,8,9,10",1,tap-and-hold,no direction,600.0,900.0
6de044641660c33f5522c48b7336d50b/8184f9d781c0ae31b645,"Plant,Fruit,Food,Apple","SWIPE,RIGHT TO,BE,DELICIOUS,TAKE A BITE OUT OF LIFE,THE FRAGRANCE FOR HER","1,2,3,4,5,6,7,8,9,10",1,swipe,right,600.0,900.0
761e2d814a32a86ce06b7219f02745d0/b3c08bc5493011e77c1a,"Person,Human,Pizza,Food","simple feast,KLICKA OCH HALL","1,2,3,4,5,6,7,8,9,10",1,,,,
dd47ccd4b8925d47ae2d780bd72030ea/388fc2444fd894d02d4c,Text,"TH E PERFUME SHOP,OUR BIGGEST,Friday,Black Ever,SWIPE UP,TO DISCOVER","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,900.0
f9475f2c9f0e7b93373b6ee7a8ee2a94/f1a1f1ff05fcb191ba3c,"Advertisement,Poster,Bowl,Meal,Food,Flyer,Brochure,Paper,Dish","Simply,COOK,Transform,YOUR MIDWEEK,MEALS,SWIPE,DOWN,TIME uer,INNER WNLEASH TEE a,Chicken,Makhanit,SICT,glad","1,2,3,4,5,6,7,8,9,10",1,swipe,down,600.0,900.0
6b00928c6a9382b0027ab35b4ff83ade/299504cf1c03eb028136,Wristwatch,"VACHERON CONSTANTIN,GENEVE,I NOT MANY.,ONE OF,7-29-31,CCORRIVERCO CINICTRA","1,2,3,4,5,6,7,8,9,10",1,,,,
adunit-iqos-test-campaign-mpu/e2b28e118cca63cd6c61,"Text,Home Decor,Word,Number,Symbol","Are you over 18 and,use tobacco products?,YES,NO","1,2,3,4,5,6,7,8,9,10",0,,,,
e0eaf67ee7806352042c96d2767746d0/04baa2f373c16d13ca97,,"THE,GRUDGE,IN CINEMAS 2 JANUARY,SWIPE LP,TO SEE WILAT'S IN TUE DATUTUID","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,900.0
5489bef043328b1682f4fb3eec889069/e2c403cf136cf327dc06,"Advertisement,Meal,Food,Poster,Flyer,Brochure,Paper,Dish,Bowl,Lunch","Simply,COOK,SWIPE DOWN-,COOk DELICIOUS MEALS,,IN JUST 20 MINS,TIME AALEASH,Chicken,Makhani,SIET Si,glas","1,2,3,4,5,6,7,8,9,10",1,swipe,down,600.0,900.0
